Title,Rating,Price,Link,Specifications
,,,,1 Year Onsite Warranty
,,
ASUS TUF Gaming A15 Ryzen 7 Octa Core 4800H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,,"Rs. 85,990",https://rukminim1.flixcart.com/image/312/312/ksnjp8w0/computer/e/m/9/fa566ic-hn007t-gaming-laptop-asus-original-imag66grfzr4fzfj.jpeg?q=70,AMD Ryzen 7 Octa Core Processor
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
ASUS ROG Strix G15 (2020) Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,4.5,"Rs. 1,04,990",https://rukminim1.flixcart.com/image/312/312/kcp4osw0/computer/t/f/z/asus-na-original-imaftrgwna6snfn8.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lap...,,"Rs. 1,55,411",https://rukminim1.flixcart.com/image/312/312/kplisnk0/computer/v/c/f/thinkpad-t14-thin-and-light-laptop-lenovo-original-imag3sydvdwtz7zu.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB HDD|512 GB SSD
,,,,35.56 cm (14 Inch) Touchscreen Display
,,,,NA
,,,,3 Year Premier Support Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,,"Rs. 42,290",https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,2 Year Onsite Warranty
,,
HP 14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Chromebook,3.8,"Rs. 27,990",https://rukminim1.flixcart.com/image/312/312/kingqkw0-0/computer/6/c/w/na-thin-and-light-laptop-hp-original-imafye43xnztgqfh.jpeg?q=70,Intel Celeron Dual Core Processor
,,,,4 GB DDR4 RAM
,,,,64 bit Chrome Operating System
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,1 Year Onsite Warranty
,,
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,4.1,"Rs. 61,990",https://rukminim1.flixcart.com/image/312/312/jwkzwy80/computer/f/h/e/acer-na-laptop-original-imafh8bvbwyevtrs.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 2016"
,,,,1 Year International Travelers Warranty (ITW)
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,4.5,"Rs. 1,29,999",https://rukminim1.flixcart.com/image/312/312/j5ws0i80/computer/g/p/d/acer-na-notebook-original-imaewhwtbtzwe7ct.jpeg?q=70,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
,,,,Dual Fan Cooling with Metal AeroBlade 3D
,,,,128 GB SSD for Reduced Boot Up Time and in Game Loading
,,,,Upgradable SSD Upto 512 GB and RAM Upto 32 GB
,,,,NVIDIA Geforce GTX 1050Ti for Desktop Level Performance
,,,,Intel Core i5 Processor (7th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|128 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Acer Collection, Acer Configuration Manager, Quick Access"
,,,,1 Year International Travelers Warranty (ITW)
,,
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,3.7,"Rs. 53,990",https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Quick Access, Acer Product Registration"
,,,,1 Year International Travelers Warranty (ITW)
,,
ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Thin and Light L...,4.3,"Rs. 24,999",https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70,Intel Celeron Dual Core Processor
,,,,4 GB LPDDR4 RAM
,,,,Chrome Operating System
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
ASUS ZenBook Flip 13 OLED Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 ...,,"Rs. 99,990",https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Touchscreen Display
,,,,"My Asus, System Diagnosis, Splendid, Tru2Life, Microsoft Office Home and Student 2019"
,,,,1 Year Onsite Warranty
,,
ASUS F17 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 H...,,"Rs. 93,990",https://rukminim1.flixcart.com/image/312/312/ksj9dow0/computer/r/m/l/fx766hc-hx060t-gaming-laptop-asus-original-imag632agnzhbhar.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,43.94 cm (17.3 inch) Display
,,,,1 Year Onsite Warranty
,,
ASUS Vivobook S14 Ryzen 5 Hexa Core Ryzen-5 5500U - (8 GB/1 TB SSD/Windows 10 Home) M433UA-EB581TS Thi...,,"Rs. 68,980",https://rukminim1.flixcart.com/image/312/312/kqidx8w0/computer/o/u/6/m433ua-eb581ts-thin-and-light-laptop-asus-original-imag4gfzu8ubg9q5.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,35.81 cm (14.1 inch) Display
,,,,1 Year Manufacturing Warranty
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Li...,,"Rs. 55,990",https://rukminim1.flixcart.com/image/312/312/krce64w0/computer/5/v/r/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imag55tcwgswpsty.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
Lenovo Ideapad Gaming 3 Core i5 - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,,"Rs. 77,288",https://rukminim1.flixcart.com/image/312/312/kelptow0/computer/4/b/5/lenovo-ideapad-gaming-gaming-laptop-original-imafv9ydxgnhxtvk.jpeg?q=70,Intel Core i5 Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS Ryzen 3 Dual Core 3250U 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) M515DA-BQ322TS Thin and Light...,4.2,"Rs. 46,990",https://rukminim1.flixcart.com/image/312/312/klscivk0/computer/d/f/d/x415jf-ek522ts-thin-and-light-laptop-asus-original-imagyufa2sywf9ub.jpeg?q=70,AMD Ryzen 3 Dual Core Processor (3rd Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Office Home and Student 2019 included
,,,,1 Year Onsite Warranty
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
Lenovo IdeaPad Gaming Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,4,"Rs. 56,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 Inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
DELL GAMING G5 SERIES Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX ...,4.3,"Rs. 89,490",https://rukminim1.flixcart.com/image/312/312/kpsnzww0/computer/h/r/l/dell-gaming-g5-5500-gaming-laptop-dell-original-imag3y4wycuk4tnn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Windows Office
,,,,12 MONTHS
,,
ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,,"Rs. 93,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/3/k/m/asus-original-imafvq36ufg5v9mx.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,35.56 cm (14 inch) Display
,,,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,4.7,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
HP HP Envy Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 14-eb0020TX Thin and Ligh...,,"Rs. 1,13,190",https://rukminim1.flixcart.com/image/312/312/ksdjma80/computer/r/7/r/14-eb0021tx-thin-and-light-laptop-hp-original-imag5yhncuezamfh.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,35.56 cm (14 inch) Display
,,,,"""Microsoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart """
,,,,1 Year Onsite Warranty
,,
ASUS VivoBook S14 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S430FN-EB...,4.4,"Rs. 79,990",https://rukminim1.flixcart.com/image/312/312/kar44280/computer/r/z/k/asus-na-thin-and-light-laptop-original-imafs92vgxyadhpr.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Asus Splendid, Asus Smart Gesture"
,,,,1 Year Limited International Hardware Warranty
,,
Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) E15 Laptop,4.7,"Rs. 75,990",https://rukminim1.flixcart.com/image/312/312/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home & Student 2019
,,,,1 Year Onsite Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) 82KB00M0IH Thin and Light Laptop,,"Rs. 39,990",https://rukminim1.flixcart.com/image/312/312/kt7jv680/computer/0/q/u/v15-thin-and-light-laptop-lenovo-original-imag6hn7sqxwg6h6.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,MS Office
,,,,1 Year Lenovo
,,
MSI GE Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1...,4.6,"Rs. 1,79,990",https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/a/7/s/msi-raider-gaming-laptop-original-imaf3zvgmj2wbnfv.jpeg?q=70,512 GB SSD for Reduced Boot Up Time and in Game Loading
,,,,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
,,,,MSI's Cooler Boost 5 Technology for Interruption Free Gaming
,,,,Per-Key RGB Gaming Keyboard Helps in Customizing Each Key
,,,,NVIDIA Geforce GTX 1070 for Desktop Level Performance
,,,,Intel Core i7 Processor (8th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|512 GB SSD
,,,,43.94 cm (17.3 inch) Display
,,,,"SHIFT, Xsplit Gamecaster, Dragon Center 2.0, Cooler Boost 5, Nahimic VR, True Color 2.0, TriDef VR"
,,,,2 Years Carry In Warranty
,,
Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,,"Rs. 86,000",https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/b/y/h/lenovo-na-thin-and-light-laptop-original-imaf9gh6z9fhaufa.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0"
,,,,1 Year Onsite Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
Lenovo Ideapad S540 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) S540-13ITL Thin and Light La...,4.3,"Rs. 81,968",https://rukminim1.flixcart.com/image/312/312/kp4difk0/computer/i/h/x/na-thin-and-light-laptop-lenovo-original-imag3fc9kvsdg7yu.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Lapt...,4.5,"Rs. 85,990",https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70,Intel Core i7 Processor (8th Gen)
,,,,8 GB LPDDR3 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,Asus Splendid
,,,,1 Year Onsite Warranty
,,
ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,,"Rs. 1,02,990",https://rukminim1.flixcart.com/image/312/312/kph8h3k0/computer/j/s/6/fx516pe-hn085ts-gaming-laptop-asus-original-imag3pp953hkrywj.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year"
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
HP HP Pavilion Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,4.3,"Rs. 67,990",https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/computer/q/x/r/hp-na-gaming-laptop-original-imaftpesbvfxgw9t.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts"
,,,,1 Year Onsite Warranty
,,
ASUS Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,,"Rs. 85,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70,Intel Core i5 Processor (8th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
,,
Lenovo Ideapad 3 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,4.3,"Rs. 41,999",https://rukminim1.flixcart.com/image/312/312/kbb49zk0/computer/v/4/c/lenovo-na-laptop-original-imafsnkxvakq7ykq.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) vestro 3400 Thin and Light L...,4.2,"Rs. 40,614",https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/7/b/r/na-thin-and-light-laptop-dell-original-imag6f68yfr2eyvh.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
,,
HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,3.8,"Rs. 23,990",https://rukminim1.flixcart.com/image/312/312/kn3i1zk0/computer/0/c/h/na-chromebook-hp-original-imagfusg6egrsfpr.jpeg?q=70,MediaTek MT8183 Processor
,,,,4 GB DDR4 RAM
,,,,32 bit Chrome Operating System
,,,,29.46 cm (11.6 inch) Touchscreen Display
,,,,"Pre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox"
,,,,1 Year Onsite Warranty
,,
acer Aspire Core i5 11th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/2 GB Graphics) A315-58G Thin ...,3.9,"Rs. 57,990",https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/i/q/f/aspire-3-thin-and-light-laptop-acer-original-imag57wz6dqhufxm.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|128 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Acer Care Center, Quick Access, Acer Product Registration"
,,,,1 Year International Travelers Warranty (ITW)
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,4.8,"Rs. 1,39,990",https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70,AMD Ryzen 9 Octa Core Processor
,,,,16 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,34.04 cm (13.4 inch) Touchscreen Display
,,,,Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
