,Title,Rating,Price,Link,Company,4k,Refresh_Rate,OS_name,Value_Audio,source,alexa,screen_size
272,LG 126 cm (50 inch) Ultra HD (4K) LED Smart TV,4.6,59999,https://rukminim1.flixcart.com/image/312/312/joonafk0/television/z/e/w/lg-50uk6560ptc-original-imafb3ah8gggtben.jpeg?q=70,lg,1.0,50.0, WebOS,20.0,flipkart,,
273,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,129990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
274,SONY X80J 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,4.8,90240,https://rukminim1.flixcart.com/image/312/312/krme93k0/television/8/j/w/kd-55x80j-kd-55x80j-sony-original-imag5dfgzut79ate.jpeg?q=70,sony,1.0,60.0, Google TV,20.0,flipkart,,
275,SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,4.0,48990,https://rukminim1.flixcart.com/image/312/312/kfbfr0w0/television/f/y/x/samsung-ua43tu8570uxxl-original-imafvs8ywergnq8w.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
276,SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,175990,https://rukminim1.flixcart.com/image/312/312/knni7ww0/television/w/a/x/qa55qn90aaklxl-samsung-original-imag2a6bajwdhhgr.jpeg?q=70,samsung,1.0,120.0, Tizen,60.0,flipkart,,
277,SAMSUNG The Frame 2021 Series 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,4.3,63990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
278,LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,5.0,149999,https://rukminim1.flixcart.com/image/312/312/k2xmd8w0/television/4/p/6/lg-65uk7500pta-original-imafm642h4bhmzax.jpeg?q=70,lg,1.0,50.0, WebOS,20.0,flipkart,,
279,SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,2.8,91990,https://rukminim1.flixcart.com/image/312/312/k9u8zgw0/television/z/q/g/samsung-qa55q70takxxl-original-imafrjfa6t2gxavg.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
280,Panasonic 124 cm (49 inch) Ultra HD (4K) LED Smart TV,2.8,62999,https://rukminim1.flixcart.com/image/312/312/j7asfbk0/television/j/t/a/panasonic-th-43ex480dx-original-imaexkfscyaygpnt.jpeg?q=70,panasonic,1.0,100.0, Android Based,20.0,flipkart,,
281,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,93990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
282,LG CX 164 cm (65 inch) OLED Ultra HD (4K) Smart TV,5.0,224999,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/h/f/d/lg-oled65cxpta-original-imafwjxjgj2ztfgq.jpeg?q=70,lg,1.0,120.0, WebOS,40.0,flipkart,,
283,LG C9 138 cm (55 inch) OLED Ultra HD (4K) Smart TV,4.3,149999,https://rukminim1.flixcart.com/image/312/312/k1s6ljk0/television/s/r/3/lg-oled55c9pta-original-imafkt9pf9gumafg.jpeg?q=70,lg,1.0,120.0, WebOS,40.0,flipkart,,
284,SAMSUNG Q Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,5.0,179999,https://rukminim1.flixcart.com/image/312/312/jnm2efk0/television/c/a/z/samsung-qa65q6fnakxxl-original-imaf64fyuszxgyn4.jpeg?q=70,samsung,1.0,200.0, Tizen,40.0,flipkart,,
285,SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,4.3,77990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
286,Panasonic 109 cm (43 inch) Full HD LED TV,4.4,36999,https://rukminim1.flixcart.com/image/312/312/television/r/w/g/panasonic-th-43d350dx-original-imaeqzqrjcrhzdxc.jpeg?q=70,panasonic,0.0,100.0, Android,20.0,flipkart,,
287,SONY Bravia X8500F 189.3 cm (75 inch) Ultra HD (4K) LED Smart Android TV,3.7,259999,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/k/g/b/sony-kd-75x8500f-original-imafm59fvuyhd7x5.jpeg?q=70,sony,1.0,100.0, Android,20.0,flipkart,,
288,TCL C715 Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV with Handsfree Voice Control & Do...,4.3,92999,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/television/u/z/x/65c715-tcl-original-imag2bdqbjudpdqf.jpeg?q=70,tcl,1.0,60.0, Android,30.0,flipkart,,
289,Sanyo 4K UHD 139 cm (55 inch) Ultra HD (4K) LED Smart TV,4.5,50999,https://rukminim1.flixcart.com/image/312/312/jasj6a80/television/g/e/j/sanyo-xt-49s8200u-original-imafyaetaegth3fu.jpeg?q=70,sanyo,1.0,60.0, Linux based,20.0,flipkart,,
290,Coocaa 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,4.3,40499,https://rukminim1.flixcart.com/image/312/312/kikluvk0/television/y/u/r/coocaa-55s6g-original-imafybrnhtaywfyy.jpeg?q=70,coocaa,1.0,60.0, Android,20.0,flipkart,,
291,Haier E-series 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV,5.0,99999,https://rukminim1.flixcart.com/image/312/312/kggviq80/television/g/d/5/haier-le65s8000ega-original-imafwpaavjp4e6qp.jpeg?q=70,haier,1.0,60.0, Android,20.0,flipkart,,
292,LG 139.7 cm (55 inch) OLED Ultra HD (4K) Smart TV,5.0,184350,https://rukminim1.flixcart.com/image/312/312/kskotjk0/television/q/l/z/oled55g1ptz-oled55g1ptz-lg-original-imag64672ppjwzfg.jpeg?q=70,lg,1.0,60.0, Tizen,60.0,flipkart,,
293,SAMSUNG 139 cm (55 inch) Ultra HD (4K) LED Smart TV,5.0,70235,https://rukminim1.flixcart.com/image/312/312/kfbfr0w0/television/k/9/k/samsung-ua55tu8570uxxl-original-imafvs8yajxhvafh.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
294,SAMSUNG 80 cm (32 inch) HD Ready LED TV,4.3,14999,https://rukminim1.flixcart.com/image/312/312/television/z/b/6/samsung-32j4003-original-imaezvg8eynmheds.jpeg?q=70,samsung,0.0,60.0, Tizen,10.0,flipkart,,
295,SAMSUNG 9 108 cm (43 inch) Ultra HD (4K) LED Smart TV,4.1,49990,https://rukminim1.flixcart.com/image/312/312/kqv8vww0/television/v/a/4/ua43au9070-samsung-original-imag4s9zafrm8duw.jpeg?q=70,samsung,1.0,100.0, Tizen,20.0,flipkart,,
296,Candes 102 cm (40 inch) Full HD LED Smart Android TV,4.1,18499,https://rukminim1.flixcart.com/image/312/312/krf91u80/television/v/2/d/p40s001-candes-original-imag57hshqtqzh5h.jpeg?q=70,candes,0.0,60.0, Android,20.0,flipkart,,
297,SONY Bravia A8F 163.9 cm (65 inch) OLED Ultra HD (4K) Smart Android TV,4.3,259999,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/n/g/j/sony-kd-65a8f-original-imafm59ff5aduuvg.jpeg?q=70,sony,1.0,60.0, Android,20.0,flipkart,,
298,Micromax 139 cm (55 inch) Full HD LED TV,4.2,71990,https://rukminim1.flixcart.com/image/312/312/television/r/6/c/micromax-55t1155fhd-original-imaem4jexnnyzqxj.jpeg?q=70,micromax,0.0,100.0, Tizen,50.0,flipkart,,
299,Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart TV,4.3,63145,https://rukminim1.flixcart.com/image/312/312/knyxqq80/television/0/t/d/th-55jx750dx-panasonic-original-imag2jyhqqspyxwy.jpeg?q=70,panasonic,1.0,60.0, Tizen,20.0,flipkart,,
300,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,129990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
301,LG Super UHD 164 cm (65 inch) Ultra HD (4K) LED Smart TV,5.0,356990,https://rukminim1.flixcart.com/image/312/312/jb6tksw0/television/p/e/a/lg-65sj850t-original-imafyhcuzqegbhqx.jpeg?q=70,lg,1.0,60.0, WebOS,40.0,flipkart,,
302,Coocaa 81 cm (32 inch) HD Ready LED Smart TV with YouTube,4.2,12499,https://rukminim1.flixcart.com/image/312/312/k7p37gw0/television/f/z/b/coocaa-32s3u-32s3u-original-imafpvkknq7sjhys.jpeg?q=70,coocaa,0.0,60.0, Linux,20.0,flipkart,,
303,SONY X80J 126 cm (50 inch) Ultra HD (4K) LED Smart TV,4.8,83990,https://rukminim1.flixcart.com/image/312/312/krp94sw0/television/u/n/q/kd-50x80j-kd-50x80j-sony-original-imag5fz7udpzgzfa.jpeg?q=70,sony,1.0,60.0, Google TV,20.0,flipkart,,
304,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,93990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
305,Coocaa 80 cm (32 inch) HD Ready LED Smart TV,4.2,13999,https://rukminim1.flixcart.com/image/312/312/ksgehzk0/television/5/k/i/32s3u-pro-32s3u-pro-coocaa-original-imag6ygbqrnurwfg.jpeg?q=70,coocaa,0.0,60.0, Coolita,20.0,flipkart,,
306,SAMSUNG N5470 108 cm (43 inch) Full HD LED Smart TV,4.3,39999,https://rukminim1.flixcart.com/image/312/312/jxtakcw0/television/h/k/q/samsung-ua43n5470auxxl-43n5470-original-imafg6qwvtyytf6m.jpeg?q=70,samsung,0.0,60.0, Tizen,40.0,flipkart,,
307,Lloyd Clara 163 cm (65 inch) Ultra HD (4K) LED Smart TV,4.8,74999,https://rukminim1.flixcart.com/image/312/312/jwpa8i80/television/b/h/t/lloyd-l65u1y0iv-original-imafhcywzkwpczqw.jpeg?q=70,lloyd,1.0,60.0, Linux based,30.0,flipkart,,
308,SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,4.3,77990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,50.0, Tizen,30.0,flipkart,,
309,LG 123 cm (49 inch) Full HD LED TV,4.2,40000,https://rukminim1.flixcart.com/image/312/312/j6zcwi80/television/e/t/z/lg-43lj523t-original-imaew8rwxfst9pmg.jpeg?q=70,lg,1.0,60.0, Linux,20.0,flipkart,,
310,LumX Border Less 109 cm (43 inch) Full HD LED Smart Android TV,4.8,21990,https://rukminim1.flixcart.com/image/312/312/ks99aq80/television/s/5/j/border-less-43xa6500-lumx-original-imag5ughmhzg8e27.jpeg?q=70,lumx,0.0,50.0, Android,20.0,flipkart,,
311,LG 123 cm (49 inch) Full HD LED Smart TV,4.8,77990,https://rukminim1.flixcart.com/image/312/312/jb6tksw0/television/3/u/h/lg-49lj617v-original-imafyhcugrt3u4qf.jpeg?q=70,lg,0.0,60.0, WebOS,24.0,flipkart,,
312,SAMSUNG The Frame 2021 Series 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,4.3,63990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,0.0,50.0, Tizen,20.0,flipkart,,
313,LG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,4.0,61690,https://rukminim1.flixcart.com/image/312/312/keokpe80/television/q/8/y/lg-55un7190pta-original-imafvazuyhqxhzk5.jpeg?q=70,lg,1.0,60.0, Linux based,20.0,flipkart,,
314,Sanyo 4K UHD 123 cm (49 inch) Ultra HD (4K) LED Smart TV,3.9,39999,https://rukminim1.flixcart.com/image/312/312/jasj6a80/television/g/e/j/sanyo-xt-49s8200u-original-imafyaetaegth3fu.jpeg?q=70,sanyo,1.0,50.0, Linux based,20.0,flipkart,,
315,SONY 108 cm (43 inch) Ultra HD (4K) LED Smart TV,4.6,50999,https://rukminim1.flixcart.com/image/312/312/kfvfwy80/television/a/a/r/sony-kd-43x7500h-original-imafw8d63gbgwghs.jpeg?q=70,sony,1.0,60.0, WebOS,10.0,flipkart,,
316,LG Nanocell 189 cm (75 inch) Ultra HD (4K) LED Smart TV,4.6,499990,https://rukminim1.flixcart.com/image/312/312/k6jnfrk0/television/z/f/z/lg-75sm9400pta-original-imafzzhytkskzc8z.jpeg?q=70,lg,1.0,100.0, WebOS,40.0,flipkart,,
317,LG 139 cm (55 inch) OLED Ultra HD (4K) Smart TV,4.6,134999,https://rukminim1.flixcart.com/image/312/312/kjlrb0w0-0/television/b/i/g/oled55cxpta-lg-original-imafz4yyntd4jq9x.jpeg?q=70,lg,1.0,60.0, WebOS,40.0,flipkart,,
318,SONY X7002F 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,4.5,73999,https://rukminim1.flixcart.com/image/312/312/jon7ukw0/television/7/n/c/sony-kd-55x7002f-original-imafb2fb5ejcznhe.jpeg?q=70,sony,1.0,50.0, Linux based,20.0,flipkart,,
319,SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,4.5,89999,https://rukminim1.flixcart.com/image/312/312/k6gsk280/television/7/y/f/samsung-ua55nu7090kxxl-original-imafzdyx8epmzthc.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
320,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,129990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
321,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,129990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
322,SAMSUNG Q70RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,5.0,224999,https://rukminim1.flixcart.com/image/312/312/k251k7k0/television/n/4/z/samsung-qa65q70rakxxl-original-imafhnvzbhyygwyq.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
323,SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,4.9,122299,https://rukminim1.flixcart.com/image/312/312/jialea80/television/f/x/r/samsung-55nu7100-original-imaf64eyph7tkw5c.jpeg?q=70,samsung,1.0,200.0, Tizen,40.0,flipkart,,
324,SAMSUNG Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,121999,https://rukminim1.flixcart.com/image/312/312/jx502vk0/television/a/h/4/samsung-qa55q60rakxxl-55q60rak-original-imafhnvr4w3q7g2s.jpeg?q=70,samsung,1.0,100.0, Tizen,20.0,flipkart,,
325,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,93990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,100.0, Tizen,20.0,flipkart,,
326,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,93990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
327,SONY Bravia 80.1 cm (32 inch) Full HD LED Smart TV,4.4,21299,https://rukminim1.flixcart.com/image/312/312/television/h/q/y/sony-klv-32w562d-original-imaernd3pbzfhhxn.jpeg?q=70,sony,0.0,200.0, Tizen,8.0,flipkart,,
328,Micromax 127 cm (50 inch) Full HD LED TV,4.3,66990,https://rukminim1.flixcart.com/image/312/312/j2hw58w0/television/3/g/j/micromax-50v8550fhd-original-imaetu9whyxzvyjj.jpeg?q=70,micromax,0.0,60.0, Tizen,20.0,flipkart,,
329,SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,4.3,77990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
330,SAMSUNG Series 7 138 cm (55 inch) Ultra HD (4K) LED Smart TV,3.0,204900,https://rukminim1.flixcart.com/image/312/312/j4sronk0/television/v/5/7/samsung-49mu7000-original-imaevmgh7thhuzpz.jpeg?q=70,samsung,1.0,200.0, Tizen,40.0,flipkart,,
331,IMPEX 100 cm (39 inch) HD Ready LED Smart Android TV,4.2,29079,https://rukminim1.flixcart.com/image/312/312/k0tw13k0/television/y/p/w/impex-titanium-40-smart-original-imafkjchchhkvara.jpeg?q=70,impex,0.0,50.0, Android,16.0,flipkart,,
332,IGO By Onida 102 cm (40 inch) Full HD LED Smart TV with Beat Box,4.1,17999,https://rukminim1.flixcart.com/image/312/312/k0vbgy80/television/a/k/p/igo-by-onida-lei40sig-lei40sig-original-imafkh8x8ww5pcbz.jpeg?q=70,igo,0.0,50.0, Android Based,20.0,flipkart,,
333,SAMSUNG The Frame 2021 Series 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,4.3,63990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
334,SAMSUNG 108 cm (43 inch) Full HD LED TV,4.4,50900,https://rukminim1.flixcart.com/image/312/312/television/v/t/h/samsung-32k5100-original-imaezng4fcfdzgzd.jpeg?q=70,samsung,0.0,60.0, Android Based,20.0,flipkart,,
335,Noble Skiodo CUV55 140 cm (55 inch) Ultra HD (4K) Curved LED Smart TV,4.1,62999,https://rukminim1.flixcart.com/image/312/312/jievpu80/television/7/f/a/nobel-skiodo-nb55cuv01-original-imaf67q4wkg9wzcq.jpeg?q=70,noble,1.0,60.0, Android Based,20.0,flipkart,,
336,Haier Google Certified Android 9.0 105 cm (42 inch) Full HD LED Smart Android TV,4.5,28590,https://rukminim1.flixcart.com/image/312/312/kqwobrk0/television/t/a/y/le42a6500ga-le42a6500ga-haier-original-imag4tfjth6js3uq.jpeg?q=70,haier,0.0,60.0, Android,20.0,flipkart,,
337,Compaq HEX 138 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,4.5,59999,https://rukminim1.flixcart.com/image/312/312/kelptow0/television/2/r/p/compaq-cq55aoqd-original-imafv8tpnw5bhhfa.jpeg?q=70,compaq,1.0,60.0, Android,20.0,flipkart,,
338,SAMSUNG Series 7 123 cm (49 inch) Ultra HD (4K) LED Smart TV,3.7,155900,https://rukminim1.flixcart.com/image/312/312/j4sronk0/television/v/5/7/samsung-49mu7000-original-imaevmgh7thhuzpz.jpeg?q=70,samsung,1.0,60.0, Tizen,24.0,flipkart,,
339,SAMSUNG Q60RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,198599,https://rukminim1.flixcart.com/image/312/312/jx502vk0/television/z/w/s/samsung-qa65q60rakxxl-65q60rak-original-imafhnvgdxhghyyd.jpeg?q=70,samsung,1.0,100.0, Tizen,40.0,flipkart,,
340,SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,4.3,295900,https://rukminim1.flixcart.com/image/312/312/television/k/z/d/samsung-65ku6470-original-imaezvg2h42ftwep.jpeg?q=70,samsung,1.0,200.0, Tizen,20.0,flipkart,,
341,IMPEX 98 cm (40 inch) HD Ready LED Smart Android TV,4.3,28399,https://rukminim1.flixcart.com/image/312/312/ko8xtow0/television/1/p/v/fg1210-impex-original-imag2qshvyy8rptu.jpeg?q=70,impex,1.0,120.0, Android,20.0,flipkart,,
342,SAMSUNG 4 80 cm (32 inch) HD Ready LED Smart TV,4.3,20990,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/n/i/q/ua32t4410-samsung-original-imag58xgtxnta2sp.jpeg?q=70,samsung,0.0,60.0, Tizen,20.0,flipkart,,
343,MOTOROLA ZX 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,4.3,40999,https://rukminim1.flixcart.com/image/312/312/k3hmj680/television/e/b/r/motorola-65sauhdm-original-imafm59fztjjshhm.jpeg?q=70,motorola,0.0,60.0, Android,20.0,flipkart,,
344,LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart TV,4.7,82990,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/k/s/6/55nano73tpz-55nano73tpz-lg-original-imag4q3zzt8tfxu8.jpeg?q=70,lg,1.0,60.0, WebOS,30.0,flipkart,,
345,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.3,129990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, WebOS,20.0,flipkart,,
346,SONY Bravia A8G 163.9 cm (65 inch) OLED Ultra HD (4K) Smart TV,4.4,232490,https://rukminim1.flixcart.com/image/312/312/k12go7k0/television/m/4/n/sony-kd-55a8g-original-imafkqbc3ereh9gr.jpeg?q=70,sony,1.0,120.0, Tizen,40.0,flipkart,,
347,Panasonic 108 cm (43 inch) Full HD LED Smart TV,4.4,53999,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/television/5/z/z/panasonic-th-43es630d-original-imaewv9ze5qgyrrm.jpeg?q=70,panasonic,1.0,50.0, Android Based,40.0,flipkart,,
348,Panasonic 108 cm (43 inch) Full HD LED Smart TV,4.4,53999,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/television/5/z/z/panasonic-th-43es630d-original-imaewv9ze5qgyrrm.jpeg?q=70,panasonic,0.0,60.0, Tizen,35.0,flipkart,,
349,SAMSUNG The Frame 2021 Series 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,4.3,63990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,50.0, Tizen,20.0,flipkart,,
350,SAMSUNG 121 cm (48 inch) Full HD LED TV,3.7,49990,https://rukminim1.flixcart.com/image/312/312/television/x/e/3/samsung-48j5300-original-imae87sxr5eyqhjp.jpeg?q=70,samsung,0.0,60.0, Tizen,20.0,flipkart,,
351,SAMSUNG 6 108 cm (43 inch) Ultra HD (4K) LED Smart TV,4.1,89850,https://rukminim1.flixcart.com/image/312/312/jdyuefk0/television/m/z/s/samsung-ua43mu6470ulxl-original-imaf2rck4wcmffcn.jpeg?q=70,samsung,1.0,100.0, Tizen,20.0,flipkart,,
352,SAMSUNG Series 8 189 cm (75 inch) Ultra HD (4K) LED Smart TV,4.3,599900,https://rukminim1.flixcart.com/image/312/312/jialea80/television/q/c/k/samsung-75nu8000-original-imaf64ffsapydczh.jpeg?q=70,samsung,1.0,200.0, Tizen,40.0,flipkart,,
353,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.3,93990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,120.0, Tizen,40.0,flipkart,,
354,SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,4.6,159500,https://rukminim1.flixcart.com/image/312/312/jialea80/television/p/b/g/samsung-65nu7470-original-imaf64f2hjrwz7rv.jpeg?q=70,samsung,1.0,120.0, Tizen,20.0,flipkart,,
355,SAMSUNG The Frame 2020 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,4.6,129990,https://rukminim1.flixcart.com/image/312/312/kbjox3k0/television/e/d/a/samsung-qa65ls03takxxl-original-imafsvh9sj8cxz7v.jpeg?q=70,samsung,1.0,100.0, Tizen,40.0,flipkart,,
356,SONY 139 cm (55 inch) Ultra HD (4K) LED Smart TV,4.3,117299,https://rukminim1.flixcart.com/image/312/312/kt39jm80/television/5/k/h/kd-55x85j-sony-original-imag6ggrnqsvmyhy.jpeg?q=70,sony,1.0,120.0, Tizen,40.0,flipkart,,
357,SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,4.3,77990,https://rukminim1.flixcart.com/image/312/312/kpmy8i80/television/j/g/y/qa50ls03aaklxl-samsung-original-imag3tkrjpkzgv7t.jpeg?q=70,samsung,1.0,60.0, Tizen,20.0,flipkart,,
358,LG 164 cm (65 inch) OLED Ultra HD (4K) Smart TV,4.2,349999,https://rukminim1.flixcart.com/image/312/312/joonafk0/television/s/s/y/lg-oled65e8pta-original-imafb3amrdb8e6hu.jpeg?q=70,lg,1.0,120.0, WebOS,60.0,flipkart,,
359,Panasonic FX730 Series 123 cm (49 inch) Ultra HD (4K) LED Smart TV,4.2,69999,https://rukminim1.flixcart.com/image/312/312/jkwwgi80/television/t/a/5/panasonic-th-49fx730d-original-imaf85revkzhedxv.jpeg?q=70,panasonic,1.0,100.0, Linux based,20.0,flipkart,,
360,SAMSUNG 108 cm (43 inch) Full HD LED Smart TV,4.4,38990,https://rukminim1.flixcart.com/image/312/312/kfh5ifk0/television/x/y/u/samsung-ua43t5500akxxl-original-imafvwry7ppmzr9w.jpeg?q=70,samsung,0.0,100.0, Tizen,20.0,flipkart,,
361,SONY X90J 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,4.4,129990,https://rukminim1.flixcart.com/image/312/312/krme93k0/television/m/w/z/xr-55x90j-xr-55x90j-sony-original-imag5dfgbfftjwyc.jpeg?q=70,sony,0.0,60.0, Google TV,20.0,flipkart,,
362,SAMSUNG 6 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,4.4,95700,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/a/3/2/qa55q60aaklxl-samsung-original-imag4qf5sgg3mggz.jpeg?q=70,samsung,1.0,120.0, Tizen,20.0,flipkart,,
363,LG 123 cm (49 inch) Ultra HD (4K) LED Smart TV,4.4,120989,https://rukminim1.flixcart.com/image/312/312/k2xmd8w0/television/x/j/c/lg-49sk8500pta-original-imafm642jsbgjudg.jpeg?q=70,lg,1.0,60.0, WebOS,20.0,flipkart,,
364,SAMSUNG N4200 80 cm (32 inch) HD Ready LED Smart TV,4.3,22499,https://rukminim1.flixcart.com/image/312/312/jxf05u80/television/k/q/h/samsung-ua32n4200arxxl-32n4200-original-imafhvhc3ee66rjy.jpeg?q=70,samsung,1.0,50.0, Tizen,40.0,flipkart,,
